Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Sector,SMA_5,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,Close_lag_1,Volume_lag_1,Close_lag_5,Volume_lag_5,Close_lag_10,Volume_lag_10,RSI_14,ROC_5,ROC_10,Daily_Return,Volatility_10
XOM,2019-03-14,58.62,58.7,58.29,58.36,58.36,9976700,Energy,58.03000000000001,58.028,57.402,54.28979999999999,57.7627419035018,56.61523809062662,1.147503812875179,1.2513089974234834,58.55,10260200.0,58.15,16541700.0,57.33,14597900.0,63.00884955752213,0.3611349957007848,1.7966160823303712,-0.003245089666951251,0.00933385902354737
XOM,2019-03-15,58.17,58.44,58.11,58.15,58.15,25316400,Energy,58.196000000000005,58.03900000000001,57.543000000000006,54.452799999999996,57.82232007219383,56.728924157987606,1.0933959142062264,1.219726380780032,58.36,9976700.0,57.32,16211300.0,58.04,15419400.0,60.344827586206875,1.4480111653872862,0.18952446588560434,-0.0035983550376971207,0.008668864700402203
XOM,2019-03-18,58.36,58.94,58.36,58.82,58.82,9840600,Energy,58.384,58.095000000000006,57.665,54.6446,57.975809291856315,56.88381866480334,1.0919906270529722,1.1941792300346201,58.15,25316400.0,57.88,11060900.0,58.26,18089900.0,63.83647798742138,1.6240497581202495,0.9612083762444268,0.011521926053310372,0.00934107138239909
XOM,2019-03-19,59.18,59.49,58.5,58.67,58.67,13936500,Energy,58.510000000000005,58.144999999999996,57.76099999999999,54.797,58.082607862339955,57.01612839333643,1.066479469003525,1.1686392778284012,58.82,9840600.0,58.04,11320000.0,58.17,13745500.0,58.614864864864906,1.0854583046175037,0.8595495960116883,-0.002550153009180489,0.009376802114002502
XOM,2019-03-20,58.58,59.43,58.44,58.99,58.99,13133600,Energy,58.598,58.29299999999999,57.862,54.950599999999994,58.22220665274919,57.162341104941135,1.0598655478080587,1.1468845318243326,58.67,13936500.0,58.55,10260200.0,57.51,18633600.0,64.02027027027032,0.7514944491887388,2.573465484263604,0.005454235554797959,0.008393182668359757
XOM,2019-03-21,58.62,59.41,58.62,59.33,59.33,10117000,Energy,58.79200000000001,58.411,58.00600000000001,55.10339999999999,58.392636398480086,57.32290843050105,1.0697279679790341,1.1314532190552729,58.99,13133600.0,58.36,9976700.0,58.15,16541700.0,61.62162162162163,1.6620973269362516,2.0292347377472097,0.0057636887608067955,0.00794527301379073
XOM,2019-03-22,58.93,59.08,58.25,58.38,58.38,12497700,Energy,58.838,58.516999999999996,58.080499999999994,55.2318,58.39069233717546,57.4012115097232,0.9894808274522617,1.1030587407346706,59.33,10117000.0,58.15,25316400.0,57.32,16211300.0,50.95541401273889,0.3955288048151484,1.849267271458488,-0.016012135513230996,0.008350604888981332
XOM,2019-03-25,58.04,58.36,57.74,57.98,57.98,11320400,Energy,58.67,58.527,58.13199999999999,55.3574,58.32750890068693,57.44408473122518,0.8834241694617475,1.059131826480086,58.38,12497700.0,58.82,9840600.0,57.88,11060900.0,48.5584218512898,-1.4280856851411117,0.1727712508638568,-0.006851661527920605,0.0082561722829995
XOM,2019-03-26,58.28,58.96,58.17,58.73,58.73,9472800,Energy,58.681999999999995,58.596000000000004,58.2155,55.5028,58.38943060827356,57.53933771409739,0.8500928941761643,1.0173240400193015,57.98,11320400.0,58.67,13936500.0,58.04,11320000.0,59.13173652694611,0.10226691665244925,1.1888352860096374,0.012935494998275177,0.00918139631256532
XOM,2019-03-27,58.74,58.99,57.91,58.28,58.28,7258700,Energy,58.54,58.569,58.24699999999999,55.640600000000006,58.37259513007763,57.594201587127216,0.7783935429504112,0.9695379406055236,58.73,9472800.0,58.99,13133600.0,58.55,10260200.0,51.00154083204932,-1.2035938294626236,-0.46114432109307657,-0.007662182870764478,0.009148613105134668
